circonscription,delegation,#,مكتب,العربي  نصرة,عبد الرحيم  الزواري,كلثوم  كنو,كمال   مرجان,سالم   الشايبي,عبد الرزاق  الكيلاني,محمد الباجي القايد السبسي,سليم  الرياحي,عبد القادر اللباوي,مصطفى كامل  النابلي,أحمد الصافي السعيد,ياسين   الشنوفي,أحمد نجيب   الشابي,حمودة  بن سلامة,علي المولدي الشورابي,محمد  فريخة,محمد الحامدي,المختار  الماجري,عبد الرؤوف العيادي,محرز بوصيان,مصطفى  بن جعفر,نور الدين حشاد,محمد المنذر الزنايدي,محمد المنصف المرزوقي,سمير العبدلي,محمد الهاشمي الحامدي,حمة  الهمامي,مجموع الأصوات حسب المكتب,center_name_x,center_code,district_code,district_name,region_code,region_name,center_name_y,center_name_ar,LATITUDE,LONGITUDE
Ariana,ArianaVille,4010401004,م إبتدائية المنزه الخامس 1شارع افريقيا   مكتب 4,0,0,2,8,0,0,357,6,0,0,0,1,9,0,0,0,0,0,0,0,2,0,8,64,0,3,42,502,م إبتدائية المنزه الخامس 1شارع افريقيا,1352.0,4.0,Ariana,1033.0,Ariana Ville,E.P.MENZAH 5/1 AV. D'AFRIQUE,م إبتدائية المنزه الخامس 1شارع افريقيا,36.847264,10.178728999999999
Ariana,ArianaVille,4010401005,م إبتدائية المنزه الخامس 1شارع افريقيا   مكتب 5,0,0,5,7,0,0,337,6,1,0,0,0,9,0,0,3,0,0,0,1,3,0,2,70,0,2,38,484,م إبتدائية المنزه الخامس 1شارع افريقيا,1352.0,4.0,Ariana,1033.0,Ariana Ville,E.P.MENZAH 5/1 AV. D'AFRIQUE,م إبتدائية المنزه الخامس 1شارع افريقيا,36.847264,10.178728999999999
Ariana,ArianaVille,4010401006,م إبتدائية المنزه الخامس 1شارع افريقيا   مكتب 6,0,1,3,7,0,0,309,14,0,0,3,0,10,1,0,0,0,0,0,0,1,0,3,52,0,3,68,475,م إبتدائية المنزه الخامس 1شارع افريقيا,1352.0,4.0,Ariana,1033.0,Ariana Ville,E.P.MENZAH 5/1 AV. D'AFRIQUE,م إبتدائية المنزه الخامس 1شارع افريقيا,36.847264,10.178728999999999
Ariana,ArianaVille,4010401007,م إبتدائية المنزه الخامس 1شارع افريقيا   مكتب 7,0,0,2,5,0,0,288,8,0,0,1,0,10,0,0,1,0,0,0,1,4,0,2,43,0,2,77,444,م إبتدائية المنزه الخامس 1شارع افريقيا,1352.0,4.0,Ariana,1033.0,Ariana Ville,E.P.MENZAH 5/1 AV. D'AFRIQUE,م إبتدائية المنزه الخامس 1شارع افريقيا,36.847264,10.178728999999999
Ariana,ArianaVille,4010401101,م.إعدادية  المنزه الخامس  مكتب 1,0,0,5,2,0,0,405,12,0,0,2,0,5,1,1,3,0,0,0,1,2,1,2,48,0,1,23,514,م.إعدادية  المنزه الخامس,1353.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 5,م.إعدادية  المنزه الخامس,36.85223528,10.17525678
Ariana,ArianaVille,4010401102,م.إعدادية  المنزه الخامس  مكتب 2,0,0,2,11,0,1,341,11,0,0,2,0,9,1,0,1,0,0,0,0,1,0,9,64,0,2,34,489,م.إعدادية  المنزه الخامس,1353.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 5,م.إعدادية  المنزه الخامس,36.85223528,10.17525678
Ariana,ArianaVille,4010401103,م.إعدادية  المنزه الخامس  مكتب 3,0,0,8,12,1,0,273,9,0,0,3,0,5,1,0,2,0,0,0,0,4,0,6,64,0,5,64,457,م.إعدادية  المنزه الخامس,1353.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 5,م.إعدادية  المنزه الخامس,36.85223528,10.17525678
Ariana,ArianaVille,4010401104,م.إعدادية  المنزه الخامس  مكتب 4,0,0,3,6,0,1,287,19,0,0,0,0,3,2,0,1,0,0,1,0,1,0,1,58,0,3,59,445,م.إعدادية  المنزه الخامس,1353.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 5,م.إعدادية  المنزه الخامس,36.85223528,10.17525678
Ariana,ArianaVille,4010501201,م إبتدائية نهج بلال المنزه السادس   مكتب 1,0,0,5,5,0,1,411,5,0,0,5,0,7,1,0,1,0,0,0,1,2,0,6,29,0,0,23,502,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501202,م إبتدائية نهج بلال المنزه السادس   مكتب 2,0,0,3,8,0,0,397,8,0,0,0,0,3,1,0,3,0,0,0,0,6,0,2,33,0,0,32,496,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501203,م إبتدائية نهج بلال المنزه السادس   مكتب 3,1,0,0,4,0,1,395,2,0,0,1,0,5,2,0,2,0,0,0,0,6,0,3,42,0,2,32,498,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501204,م إبتدائية نهج بلال المنزه السادس   مكتب 4,0,0,3,5,0,0,310,2,0,1,2,0,8,1,0,3,0,0,0,0,4,0,6,73,1,2,37,458,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501205,م إبتدائية نهج بلال المنزه السادس   مكتب 5,0,0,4,8,0,1,350,6,0,0,1,0,7,0,0,2,0,0,0,0,2,0,2,60,0,1,55,499,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501206,م إبتدائية نهج بلال المنزه السادس   مكتب 6,0,0,4,11,0,0,300,7,0,0,2,0,6,1,0,3,0,0,1,0,4,0,4,40,0,0,69,452,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501207,م إبتدائية نهج بلال المنزه السادس   مكتب 7,0,0,4,7,0,1,279,16,0,0,3,1,6,0,0,0,0,0,0,1,1,0,2,37,0,2,83,443,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501208,م إبتدائية نهج بلال المنزه السادس   مكتب 8,1,0,3,13,0,1,270,5,0,0,2,0,7,1,0,3,0,0,0,1,3,0,4,27,0,0,79,420,م إبتدائية نهج بلال المنزه السادس,1354.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE BILEL EL MENZAH 6,م إبتدائية نهج بلال المنزه السادس,36.85081291,10.16243169
Ariana,ArianaVille,4010501301,م.إعدادية  المنزه السادس  مكتب 1,0,0,3,3,0,0,381,7,0,1,2,1,1,0,0,1,0,0,1,0,3,0,4,54,1,0,28,491,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010501302,م.إعدادية  المنزه السادس  مكتب 2,0,0,4,5,0,0,365,5,0,0,2,0,8,2,0,5,0,0,0,0,4,0,3,51,0,6,28,488,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010501303,م.إعدادية  المنزه السادس  مكتب 3,0,0,2,5,0,0,335,7,0,1,3,0,7,1,0,2,1,0,0,1,0,0,7,63,0,3,47,485,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010501304,م.إعدادية  المنزه السادس  مكتب 4,0,0,3,9,0,0,311,10,0,0,1,0,10,0,0,2,0,0,0,0,1,0,5,60,0,5,43,460,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010501305,م.إعدادية  المنزه السادس  مكتب 5,0,0,4,6,0,0,301,18,0,3,1,0,7,1,0,0,0,0,0,0,0,0,3,32,0,1,77,454,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010501306,م.إعدادية  المنزه السادس  مكتب 6,0,0,3,8,0,0,274,20,0,0,3,0,6,1,0,0,0,0,0,0,0,0,6,50,0,1,60,432,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010501307,م.إعدادية  المنزه السادس  مكتب 7,0,0,3,8,0,1,229,17,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,42,0,3,54,364,م.إعدادية  المنزه السادس,1355.0,4.0,Ariana,1033.0,Ariana Ville,COLLEGE  MENZEH 6,م.إعدادية  المنزه السادس,36.85116842,10.16645898
Ariana,ArianaVille,4010601401,م إبتدائية حي النور أريانة - التعمير  مكتب 1,1,0,4,8,1,1,232,21,2,0,1,0,11,0,0,7,0,0,0,0,1,2,5,95,1,6,22,421,م إبتدائية حي النور أريانة - التعمير,1356.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ENNOUR ARIANA TAAMIR,م إبتدائية حي النور أريانة - التعمير,36.857064,10.198567
Ariana,ArianaVille,4010601402,م إبتدائية حي النور أريانة - التعمير  مكتب 2,0,0,2,4,0,0,180,29,1,0,2,0,6,0,0,2,0,0,0,1,2,0,2,142,0,3,27,403,م إبتدائية حي النور أريانة - التعمير,1356.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ENNOUR ARIANA TAAMIR,م إبتدائية حي النور أريانة - التعمير,36.857064,10.198567
Ariana,ArianaVille,4010601403,م إبتدائية حي النور أريانة - التعمير  مكتب 3,0,0,4,4,0,1,159,29,0,0,1,0,5,1,0,2,0,0,0,0,1,0,1,120,0,4,52,384,م إبتدائية حي النور أريانة - التعمير,1356.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ENNOUR ARIANA TAAMIR,م إبتدائية حي النور أريانة - التعمير,36.857064,10.198567
Ariana,ArianaVille,4010601404,م إبتدائية حي النور أريانة - التعمير  مكتب 4,0,0,3,5,0,1,163,35,0,1,2,0,10,0,0,1,0,0,0,0,1,0,2,119,0,3,33,379,م إبتدائية حي النور أريانة - التعمير,1356.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ENNOUR ARIANA TAAMIR,م إبتدائية حي النور أريانة - التعمير,36.857064,10.198567
Ariana,ArianaVille,4010601501,م إبتدائية حي التعمير 1 أريانة  مكتب 1,1,0,7,2,0,0,207,12,0,0,1,0,7,0,1,0,0,0,0,0,5,0,2,85,0,5,17,352,م إبتدائية حي التعمير 1 أريانة,1357.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ETTAAMIR 1 ARIANA,م إبتدائية حي التعمير 1 أريانة,36.86064464,10.19924847
Ariana,ArianaVille,4010601502,م إبتدائية حي التعمير 1 أريانة  مكتب 2,0,0,3,5,0,1,179,24,1,0,2,1,11,2,0,1,0,0,0,0,1,0,3,96,0,9,19,358,م إبتدائية حي التعمير 1 أريانة,1357.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ETTAAMIR 1 ARIANA,م إبتدائية حي التعمير 1 أريانة,36.86064464,10.19924847
Ariana,ArianaVille,4010601503,م إبتدائية حي التعمير 1 أريانة  مكتب 3,0,0,5,6,0,0,157,23,0,0,2,0,5,0,0,0,0,0,0,0,2,0,1,93,0,4,41,339,م إبتدائية حي التعمير 1 أريانة,1357.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ETTAAMIR 1 ARIANA,م إبتدائية حي التعمير 1 أريانة,36.86064464,10.19924847
Ariana,ArianaVille,4010601504,م إبتدائية حي التعمير 1 أريانة  مكتب 4,0,1,3,4,0,1,128,23,0,0,1,0,9,1,0,0,0,0,0,0,0,0,2,91,0,5,35,304,م إبتدائية حي التعمير 1 أريانة,1357.0,4.0,Ariana,1033.0,Ariana Ville,E.P.CITE ETTAAMIR 1 ARIANA,م إبتدائية حي التعمير 1 أريانة,36.86064464,10.19924847
Ariana,ArianaVille,4010601601,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 1,2,1,2,1,0,1,263,20,0,0,0,0,6,1,0,5,0,0,0,1,6,0,3,84,2,5,20,423,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010601602,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 2,0,1,2,5,1,0,242,19,1,1,4,1,9,2,0,1,1,0,0,0,3,0,5,95,3,7,16,419,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010601603,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 3,0,1,4,4,0,0,194,21,0,0,1,1,7,2,0,5,1,0,0,0,4,0,4,124,0,11,42,426,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010601604,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 4,0,0,4,3,0,1,202,28,0,0,1,0,3,1,0,2,0,0,1,0,2,0,2,140,0,1,34,425,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010601605,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 5,0,0,3,4,0,0,140,30,0,1,7,0,3,0,0,3,0,0,0,0,5,1,1,128,0,3,52,381,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010601606,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 6,0,0,2,4,0,0,161,49,0,0,2,0,4,0,1,2,0,1,0,0,0,0,3,93,0,2,53,377,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010601607,م إبتدائية حي الفردوس أريانة - التعمير  مكتب 7,0,0,2,6,0,0,167,38,0,0,1,0,6,1,0,0,0,0,0,0,0,0,2,102,0,11,29,365,م إبتدائية حي الفردوس أريانة - التعمير,1358.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RUE FERDOUS -CITE TAAMIR,م إبتدائية حي الفردوس أريانة - التعمير,36.865701,10.190559
Ariana,ArianaVille,4010701701,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 1,0,0,5,3,0,0,408,9,0,0,0,0,9,1,0,0,0,0,0,0,1,0,3,33,0,1,29,502,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701702,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 2,0,0,7,7,0,0,384,9,0,0,0,0,7,4,0,2,0,0,0,0,2,0,8,44,0,2,32,508,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701703,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 3,0,0,3,3,0,0,342,4,0,0,2,0,10,0,0,5,0,0,0,1,1,0,4,79,0,3,47,504,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701704,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 4,0,0,5,8,0,0,324,9,0,0,2,0,8,1,1,2,0,0,0,0,0,0,2,83,0,2,38,485,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701705,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 5,0,0,6,7,0,0,286,12,0,0,1,0,6,1,0,1,0,0,0,0,2,0,6,48,1,8,68,453,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701706,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 6,0,0,6,5,0,0,277,10,0,0,0,0,9,2,0,0,0,0,0,1,2,0,1,35,0,1,79,428,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701707,م إبتدائية المنزه السابع أريانة - النصر 1  مكتب 7,0,0,1,12,0,1,239,15,0,2,2,0,6,1,0,3,0,0,0,0,2,0,2,46,0,2,77,411,م إبتدائية المنزه السابع أريانة - النصر 1,1359.0,4.0,Ariana,1033.0,Ariana Ville,E.P.EL MENZAH 7 Ennasr 1,م إبتدائية المنزه السابع أريانة - النصر 1,36.849575,10.15828
Ariana,ArianaVille,4010701801,م إبتدائية المنزه الثامن - النصر 1  مكتب 1,0,0,2,3,0,0,378,12,0,0,3,0,3,1,0,1,0,0,0,0,1,0,3,64,0,5,22,498,م إبتدائية المنزه الثامن - النصر 1,1360.0,4.0,Ariana,1033.0,Ariana Ville,E.P.El MENZAH 8 ennasr1,م إبتدائية المنزه الثامن - النصر 1,36.85873,10.175866000000001
Ariana,ArianaVille,4010701802,م إبتدائية المنزه الثامن - النصر 1  مكتب 2,0,0,3,1,0,2,386,7,0,0,1,0,3,1,1,4,0,0,0,0,5,0,3,62,0,4,24,507,م إبتدائية المنزه الثامن - النصر 1,1360.0,4.0,Ariana,1033.0,Ariana Ville,E.P.El MENZAH 8 ennasr1,م إبتدائية المنزه الثامن - النصر 1,36.85873,10.175866000000001
Ariana,ArianaVille,4010701803,م إبتدائية المنزه الثامن - النصر 1  مكتب 3,0,0,0,8,0,0,342,8,1,0,1,0,8,2,0,1,0,0,0,1,1,1,4,86,0,3,31,498,م إبتدائية المنزه الثامن - النصر 1,1360.0,4.0,Ariana,1033.0,Ariana Ville,E.P.El MENZAH 8 ennasr1,م إبتدائية المنزه الثامن - النصر 1,36.85873,10.175866000000001
Ariana,ArianaVille,4010701804,م إبتدائية المنزه الثامن - النصر 1  مكتب 4,0,0,5,7,0,1,264,12,0,0,1,0,7,1,0,1,0,0,0,1,1,0,1,73,1,4,59,439,م إبتدائية المنزه الثامن - النصر 1,1360.0,4.0,Ariana,1033.0,Ariana Ville,E.P.El MENZAH 8 ennasr1,م إبتدائية المنزه الثامن - النصر 1,36.85873,10.175866000000001
Ariana,ArianaVille,4010701805,م إبتدائية المنزه الثامن - النصر 1  مكتب 5,0,0,3,11,0,1,255,10,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,45,0,4,53,389,م إبتدائية المنزه الثامن - النصر 1,1360.0,4.0,Ariana,1033.0,Ariana Ville,E.P.El MENZAH 8 ennasr1,م إبتدائية المنزه الثامن - النصر 1,36.85873,10.175866000000001
Ariana,ArianaVille,4010801901,م إبتدائية رياض النصر2  مكتب 1,0,0,3,2,0,0,417,12,0,0,3,0,10,2,0,3,0,0,0,0,6,0,2,38,0,1,22,521,م إبتدائية رياض النصر2,1361.0,4.0,Ariana,1033.0,Ariana Ville,E.P.RIADH ENNASR2,م إبتدائية رياض النصر2,36.86143782,10.15833675
